,id,position,average_speed,total_laps,time,points,status,rider.id,rider.full_name,rider.country.iso,rider.country.name,rider.country.region_iso,rider.legacy_id,rider.number,team.id,team.name,team.legacy_id,team.season.id,team.season.year,team.season.current,constructor.id,constructor.name,constructor.legacy_id,gap.first,gap.lap,event_id,event_name
21,20a82e9e-d6aa-4081-8131-0b8372f19b1a,22.0,153.5,20,43:05.2820,0,INSTND,e38443a0-a5f5-4616-825c-9db2adc24a55,Darryn Binder,ZA,South Africa,,8296,,52eae362-5ebb-4400-8c03-942da97e617c,WithU Yamaha RNF MotoGP Team,77,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,102.171,0,b1febdc8-cebe-4db4-b0c7-b4035006b15a,AME
22,7749e711-9026-462b-9c10-2bb54da49f0a,,157.6,5,10:29.4740,0,OUTSTND,e7e4c72e-952e-4f64-8e8a-a47ff590fade,Alex Marquez,ES,Spain,,8173,,14841302-a4a0-41bc-9071-618d19d0196d,LCR Honda CASTROL,86,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,0.000,15,b1febdc8-cebe-4db4-b0c7-b4035006b15a,AME
23,957f7b90-cf46-4d4c-8f7f-001825f86e8b,,137.1,2,04:49.4490,0,OUTSTND,ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd,Marco Bezzecchi,IT,Italy,,8688,,6ddef163-59fe-4f82-90e8-e12bbd981c54,Mooney VR46 Racing Team,85,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,18,b1febdc8-cebe-4db4-b0c7-b4035006b15a,AME
0,6ac5e2dd-6e54-4181-8f45-5a688e365469,1.0,165.3,25,41:39.6110,25,INSTND,fcdd5500-a769-4ff4-8b9e-080d1849ff42,Fabio Quartararo,FR,France,,8520,,841f623b-8c22-4885-b81f-f752923ab9ad,Monster Energy Yamaha MotoGP,66,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,0.000,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
1,697cd91e-b473-469b-9858-680e763730cd,2.0,164.9,25,41:45.0200,20,INSTND,487440af-cfa9-478a-903b-4e893ee18d3a,Johann Zarco,FR,France,,7236,,e37b36d6-3701-49cf-961f-7734b190d57f,Prima Pramac Racing,62,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,5.409,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
2,72d2d024-3949-45fa-aac8-d8935471e63c,3.0,164.9,25,41:45.6790,16,INSTND,4cff2dfb-2feb-4264-9a17-8a67189c204c,Aleix Espargaro,ES,Spain,,6854,,e118eac7-8c41-4667-bb45-1a5d4b8341bc,Aprilia Racing,78,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,6.068,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
3,593c4a3a-cd21-4362-952d-16977b1b397f,4.0,164.7,25,41:49.2440,13,INSTND,56475aa3-f3d1-485a-b6db-ca1149e1b6fa,Alex Rins,ES,Spain,,8150,,fe3e1100-ed6c-4da1-894d-feb381413d07,Team SUZUKI ECSTAR,79,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,9.633,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
4,24bcbcd3-5534-446d-8139-1c5c095403c0,5.0,164.4,25,41:53.1840,11,INSTND,1abd2de7-9046-4d0a-88e3-ad801dcc235b,Miguel Oliveira,PT,Portugal,,7199,,a4e65cf0-a69c-4f97-8781-1864b0826b19,Red Bull KTM Factory Racing,89,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,13.573,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
5,e5c1bef4-9cd6-4e21-bc85-ea2d4e2bdefa,6.0,164.2,25,41:55.7740,10,INSTND,f55b433d-38b8-4d1d-bb3a-a709c82a0260,Marc Marquez,ES,Spain,,7444,,88b9574b-8a62-4099-87c2-0c8c410d52c0,Repsol Honda Team,91,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,16.163,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
6,821bed47-e1ec-4a8a-8b15-50955fdf831f,7.0,164.2,25,41:55.7940,9,INSTND,e7e4c72e-952e-4f64-8e8a-a47ff590fade,Alex Marquez,ES,Spain,,8173,,14841302-a4a0-41bc-9071-618d19d0196d,LCR Honda CASTROL,86,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,16.183,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
7,c253d639-263a-420d-a7a1-abb8ce39755a,8.0,164.2,25,41:56.1220,8,INSTND,9cb55304-0ac1-401c-beb6-1a4f445018a4,Francesco Bagnaia,IT,Italy,,8273,,d33c45c6-ea01-4dde-85df-4e43f527a00e,Ducati Lenovo Team,84,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,16.511,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
8,65131fd1-5ba6-4db1-adfa-6c3ffc4bb1ab,9.0,164.2,25,41:56.3800,7,INSTND,40c19361-abe5-46e8-bed9-b3fa648dd7ac,Pol Espargaro,ES,Spain,,7086,,9c7b0420-682f-41dd-8176-84f8f6510720,Repsol Honda Team,81,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,16.769,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
9,09acbfa9-d16b-491e-ba83-0d016461215c,10.0,164.1,25,41:57.6740,6,INSTND,66ee98b2-239c-487f-8913-aab8493ce280,Maverick Viñales,ES,Spain,,7409,,1e642629-5531-44fd-a271-798d740c00fb,Aprilia Racing,65,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,18.063,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
10,b93ddc2e-adf3-4bb1-9c8d-c5865e769519,11.0,163.4,25,42:08.6400,5,INSTND,06989a4b-12bc-4cb5-bad6-bb8dab9097f3,Andrea Dovizioso,IT,Italy,,5885,,a41a8e1f-5b29-46b2-80e7-8a0ab6bf924e,,61,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,29.029,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
11,ed096600-aa9f-4c73-8d2c-0f11d79cb79f,12.0,163.4,25,42:08.8600,4,INSTND,7b0687b0-90bd-4ad6-b157-8c66fb8a93cf,Luca Marini,IT,Italy,,8431,,3bda0b31-3129-416d-ab70-1ae76e22b8d5,Mooney VR46 Racing Team,64,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,29.249,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
12,ba16c727-ffdd-4def-a92e-898fba6015a8,13.0,163.1,25,42:12.9650,3,INSTND,a73f8ef2-784f-4f52-8511-1d315fd3a459,Franco Morbidelli,IT,Italy,,7741,,3da296f9-fa91-4d4f-8e8f-6298b1a9627c,Monster Energy Yamaha MotoGP,67,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,33.354,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
13,f3516972-fc8c-4533-ae38-be2c508e798e,14.0,162.7,25,42:19.8160,2,INSTND,09bd7ecd-ee3f-4e20-8efa-c200f724c642,Remy Gardner,AU,Australia,,8513,,d83ab410-4c8e-479b-97fb-40686536c278,Tech3 KTM Factory Racing,88,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,40.205,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
14,58d4e06a-671d-4fff-8f70-3811e517f4aa,15.0,162.3,25,42:25.6630,1,INSTND,ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd,Marco Bezzecchi,IT,Italy,,8688,,6ddef163-59fe-4f82-90e8-e12bbd981c54,Mooney VR46 Racing Team,85,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,46.052,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
15,169f7833-98bd-4062-9d55-fc9f136d5302,16.0,162.1,25,42:29.1800,0,INSTND,201ae7a4-0dc7-4191-be71-d91ac0330090,Takaaki Nakagami,JP,Japan,,6976,,f40f6cc8-a4c3-44e4-a2e8-3e93d9a64f8c,LCR Honda IDEMITSU,72,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,49.569,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
16,d83c4af1-f10a-4386-8133-327fc0537444,17.0,162.0,25,42:29.9140,0,INSTND,e38443a0-a5f5-4616-825c-9db2adc24a55,Darryn Binder,ZA,South Africa,,8296,,52eae362-5ebb-4400-8c03-942da97e617c,WithU Yamaha RNF MotoGP Team,77,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,50.303,0,713255bd-2e76-4aad-a337-529a054cf7d2,POR
17,fffb47d5-b9a8-4c7c-bdbb-42c2a4ca7632,,161.2,24,40:59.9600,0,OUTSTND,0c9405ff-e879-498c-964d-b39409361a6c,Lorenzo Savadori,IT,Italy,,7246,,2ee34211-2605-405e-8547-73212ba36ed6,Aprilia Racing,153,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,0.000,1,713255bd-2e76-4aad-a337-529a054cf7d2,POR
18,077013ba-7f61-405d-b8ef-663ccb16fb5f,,162.2,21,35:39.7010,0,OUTSTND,6c33de41-f014-4f17-8dc9-e6f36e61026a,Fabio Di Giannantonio,IT,Italy,,8539,,44ddcab2-bd6e-4893-9976-cf382cfc9116,Gresini Racing MotoGP,82,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,4,713255bd-2e76-4aad-a337-529a054cf7d2,POR
19,df9ed5d1-ed2c-4070-8354-993ddbe025c0,,164.8,18,30:04.5360,0,OUTSTND,6e940243-5167-4cc3-a343-a74337369b94,Jack Miller,AU,Australia,,8049,,4e10b734-1e8f-418f-a2d7-7178d2887366,Ducati Lenovo Team,80,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,7,713255bd-2e76-4aad-a337-529a054cf7d2,POR
20,2220188c-23e1-425a-96cf-3cca1540c23f,,164.9,18,30:04.4120,0,OUTSTND,9a441928-d1af-452d-afce-fa028c044932,Joan Mir,ES,Spain,,8141,,e2c1ded7-1280-4096-a2fb-cae4e837ebf1,Team SUZUKI ECSTAR,76,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,0.000,7,713255bd-2e76-4aad-a337-529a054cf7d2,POR
21,b6e7f7d3-235c-432f-bf4c-5791fa45eba8,,163.9,17,28:33.7440,0,OUTSTND,ba579548-f026-402b-a607-38db5317d33f,Brad Binder,ZA,South Africa,,7646,,06be669d-467c-4ca4-885d-27c22ccdcc49,Red Bull KTM Factory Racing,74,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,0.000,8,713255bd-2e76-4aad-a337-529a054cf7d2,POR
22,df6c9b12-ab85-4391-976e-1e531941da6c,,163.4,9,15:10.5090,0,OUTSTND,ff225c9d-64a2-43ac-a70e-62cf385a85a1,Enea Bastianini,IT,Italy,,8295,,a86166df-d247-4c80-a6eb-2a338e3475c7,Gresini Racing MotoGP,68,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,16,713255bd-2e76-4aad-a337-529a054cf7d2,POR
23,e4c73f18-f689-404c-aa63-8131b9bc57b2,,162.5,4,06:46.9030,0,OUTSTND,5cbd7eb6-ccfc-4b9f-aad1-ede25d394f7b,Jorge Martin,ES,Spain,,8146,,8e4e557e-b895-447e-bae5-4252ec2ac108,Prima Pramac Racing,90,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,21,713255bd-2e76-4aad-a337-529a054cf7d2,POR
0,50cb64a6-df53-4f4d-a62d-30527a768cc6,1.0,161.7,25,41:00.5540,25,INSTND,9cb55304-0ac1-401c-beb6-1a4f445018a4,Francesco Bagnaia,IT,Italy,,8273,,d33c45c6-ea01-4dde-85df-4e43f527a00e,Ducati Lenovo Team,84,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
1,317c0591-bf13-4dd5-a90d-5cbc620db906,2.0,161.7,25,41:00.8390,20,INSTND,fcdd5500-a769-4ff4-8b9e-080d1849ff42,Fabio Quartararo,FR,France,,8520,,841f623b-8c22-4885-b81f-f752923ab9ad,Monster Energy Yamaha MotoGP,66,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,0.285,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
2,1631bd3b-d5e2-421d-bfeb-aa6434c2b5b7,3.0,161.0,25,41:11.5310,16,INSTND,4cff2dfb-2feb-4264-9a17-8a67189c204c,Aleix Espargaro,ES,Spain,,6854,,e118eac7-8c41-4667-bb45-1a5d4b8341bc,Aprilia Racing,78,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,10.977,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
3,868c8ec5-919a-4f3c-a246-e7d35f268ee0,4.0,160.9,25,41:13.2300,13,INSTND,f55b433d-38b8-4d1d-bb3a-a709c82a0260,Marc Marquez,ES,Spain,,7444,,88b9574b-8a62-4099-87c2-0c8c410d52c0,Repsol Honda Team,91,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,12.676,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
4,4242109a-2d98-4047-a280-88a7c4dd7708,5.0,160.9,25,41:13.5110,11,INSTND,6e940243-5167-4cc3-a343-a74337369b94,Jack Miller,AU,Australia,,8049,,4e10b734-1e8f-418f-a2d7-7178d2887366,Ducati Lenovo Team,80,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,12.957,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
5,00d7d297-80c6-4149-a34d-ec6b0d815009,6.0,160.8,25,41:14.4880,10,INSTND,9a441928-d1af-452d-afce-fa028c044932,Joan Mir,ES,Spain,,8141,,e2c1ded7-1280-4096-a2fb-cae4e837ebf1,Team SUZUKI ECSTAR,76,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,13.934,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
6,9f3490ec-61b6-46e9-9c0a-9a39b3f0da0e,7.0,160.8,25,41:15.4830,9,INSTND,201ae7a4-0dc7-4191-be71-d91ac0330090,Takaaki Nakagami,JP,Japan,,6976,,f40f6cc8-a4c3-44e4-a2e8-3e93d9a64f8c,LCR Honda IDEMITSU,72,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,14.929,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
7,7ff2ec4a-cdeb-47e2-b05d-277c646eeae2,8.0,160.5,25,41:18.9900,8,INSTND,ff225c9d-64a2-43ac-a70e-62cf385a85a1,Enea Bastianini,IT,Italy,,8295,,a86166df-d247-4c80-a6eb-2a338e3475c7,Gresini Racing MotoGP,68,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,18.436,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
8,c66aeba9-2a17-410c-a710-fbbcb47245ad,9.0,160.5,25,41:19.3840,7,INSTND,ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd,Marco Bezzecchi,IT,Italy,,8688,,6ddef163-59fe-4f82-90e8-e12bbd981c54,Mooney VR46 Racing Team,85,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,18.830,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
9,e1df9f16-0bf8-4dcb-a2a5-8488398181ab,10.0,160.4,25,41:20.6100,6,INSTND,ba579548-f026-402b-a607-38db5317d33f,Brad Binder,ZA,South Africa,,7646,,06be669d-467c-4ca4-885d-27c22ccdcc49,Red Bull KTM Factory Racing,74,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,20.056,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
10,2a60a472-4ddd-4295-9ac0-dd1ea6073dc6,11.0,160.4,25,41:21.4100,5,INSTND,40c19361-abe5-46e8-bed9-b3fa648dd7ac,Pol Espargaro,ES,Spain,,7086,,9c7b0420-682f-41dd-8176-84f8f6510720,Repsol Honda Team,81,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,20.856,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
11,d0e3f884-c6dc-4d29-8fd6-bfd3b24099dd,12.0,160.2,25,41:23.6850,4,INSTND,1abd2de7-9046-4d0a-88e3-ad801dcc235b,Miguel Oliveira,PT,Portugal,,7199,,a4e65cf0-a69c-4f97-8781-1864b0826b19,Red Bull KTM Factory Racing,89,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,23.131,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
12,72756563-086d-4fc9-855d-25f6ba3e8b43,13.0,160.1,25,41:25.8600,3,INSTND,e7e4c72e-952e-4f64-8e8a-a47ff590fade,Alex Marquez,ES,Spain,,8173,,14841302-a4a0-41bc-9071-618d19d0196d,LCR Honda CASTROL,86,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,25.306,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
13,2b83116a-1a87-443d-bb71-d8bc8c147f9e,14.0,160.0,25,41:27.9120,2,INSTND,66ee98b2-239c-487f-8913-aab8493ce280,Maverick Viñales,ES,Spain,,7409,,1e642629-5531-44fd-a271-798d740c00fb,Aprilia Racing,65,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,27.358,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
14,08d5a26d-391c-4cb9-b226-657b5b141e55,15.0,159.9,25,41:28.0730,1,INSTND,a73f8ef2-784f-4f52-8511-1d315fd3a459,Franco Morbidelli,IT,Italy,,7741,,3da296f9-fa91-4d4f-8e8f-6298b1a9627c,Monster Energy Yamaha MotoGP,67,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,27.519,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
15,33adbf56-04fe-4f8d-a953-357d1b9c6a9a,16.0,159.8,25,41:29.8320,0,INSTND,7b0687b0-90bd-4ad6-b157-8c66fb8a93cf,Luca Marini,IT,Italy,,8431,,3bda0b31-3129-416d-ab70-1ae76e22b8d5,Mooney VR46 Racing Team,64,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,29.278,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
16,1c5acf32-9ffb-4ef6-8329-555342a15d71,17.0,159.4,25,41:35.7580,0,INSTND,06989a4b-12bc-4cb5-bad6-bb8dab9097f3,Andrea Dovizioso,IT,Italy,,5885,,a41a8e1f-5b29-46b2-80e7-8a0ab6bf924e,,61,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,35.204,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
17,750afd6f-2297-4ae1-9663-5e354288a17f,18.0,159.4,25,41:35.9150,0,INSTND,6c33de41-f014-4f17-8dc9-e6f36e61026a,Fabio Di Giannantonio,IT,Italy,,8539,,44ddcab2-bd6e-4893-9976-cf382cfc9116,Gresini Racing MotoGP,82,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,35.361,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
18,ac302d74-0271-4d43-8c1b-6aa7c34227a1,19.0,159.2,25,41:39.4760,0,INSTND,56475aa3-f3d1-485a-b6db-ca1149e1b6fa,Alex Rins,ES,Spain,,8150,,fe3e1100-ed6c-4da1-894d-feb381413d07,Team SUZUKI ECSTAR,79,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,38.922,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
19,608ace7c-c47e-4b38-a779-225667a54dc0,20.0,158.9,25,41:43.9320,0,INSTND,09bd7ecd-ee3f-4e20-8efa-c200f724c642,Remy Gardner,AU,Australia,,8513,,d83ab410-4c8e-479b-97fb-40686536c278,Tech3 KTM Factory Racing,88,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,43.378,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
20,d6012138-b908-4472-89b0-b9a242386084,21.0,158.9,25,41:44.8530,0,INSTND,0c9405ff-e879-498c-964d-b39409361a6c,Lorenzo Savadori,IT,Italy,,7246,,2ee34211-2605-405e-8547-73212ba36ed6,Aprilia Racing,153,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,44.299,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
21,6b42a867-d029-4bc1-98d2-c8d44412b978,22.0,157.6,25,42:08.2350,0,INSTND,5cbd7eb6-ccfc-4b9f-aad1-ede25d394f7b,Jorge Martin,ES,Spain,,8146,,8e4e557e-b895-447e-bae5-4252ec2ac108,Prima Pramac Racing,90,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,67.681,0,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
22,4d02b1f8-c0bc-489f-b7cd-01efd6a4c6cd,,156.0,10,17:00.2050,0,OUTSTND,5b323ae2-9b30-4c9e-a8db-dd65639597b5,Stefan Bradl,DE,Germany,,6267,,2e041f95-0faa-4c9d-b575-e7eb376836c3,Honda Test Team,63,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,0.000,15,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
23,327ae31d-f197-48ae-9791-29e9d9d08b18,,160.0,9,14:55.6320,0,OUTSTND,487440af-cfa9-478a-903b-4e893ee18d3a,Johann Zarco,FR,France,,7236,,e37b36d6-3701-49cf-961f-7734b190d57f,Prima Pramac Racing,62,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,16,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
24,0329533d-3830-44dd-9274-526163afd3d9,,157.7,5,08:24.6310,0,OUTSTND,e38443a0-a5f5-4616-825c-9db2adc24a55,Darryn Binder,ZA,South Africa,,8296,,52eae362-5ebb-4400-8c03-942da97e617c,WithU Yamaha RNF MotoGP Team,77,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,0.000,20,0a9422c3-0870-49c9-86e6-4d8aad0522dd,SPA
0,806dcf48-8c57-436a-8aae-ba29e32b3ada,1.0,163.0,27,41:34.6130,25,INSTND,ff225c9d-64a2-43ac-a70e-62cf385a85a1,Enea Bastianini,IT,Italy,,8295,,a86166df-d247-4c80-a6eb-2a338e3475c7,Gresini Racing MotoGP,68,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,0,bc520d3f-a3e9-4b46-be38-4f951a1839e5,FRA
1,2427c42e-6faa-4a9f-84f8-a9c193280f34,2.0,162.8,27,41:37.3310,20,INSTND,6e940243-5167-4cc3-a343-a74337369b94,Jack Miller,AU,Australia,,8049,,4e10b734-1e8f-418f-a2d7-7178d2887366,Ducati Lenovo Team,80,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,2.718,0,bc520d3f-a3e9-4b46-be38-4f951a1839e5,FRA
2,c1c8084e-0cd0-41b1-b709-f68d78f23f2a,3.0,162.7,27,41:38.7950,16,INSTND,4cff2dfb-2feb-4264-9a17-8a67189c204c,Aleix Espargaro,ES,Spain,,6854,,e118eac7-8c41-4667-bb45-1a5d4b8341bc,Aprilia Racing,78,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,4.182,0,bc520d3f-a3e9-4b46-be38-4f951a1839e5,FRA
3,971b3e7b-4c66-487a-80ec-dcacb5a73897,4.0,162.7,27,41:38.9010,13,INSTND,fcdd5500-a769-4ff4-8b9e-080d1849ff42,Fabio Quartararo,FR,France,,8520,,841f623b-8c22-4885-b81f-f752923ab9ad,Monster Energy Yamaha MotoGP,66,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,True,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,4.288,0,bc520d3f-a3e9-4b46-be38-4f951a1839e5,FRA
